system_id,system_name,basin,season_year,date,time_utc,track_point_seq,latitude,longitude,max_sustained_wind_kmph,gust_speed_kmph,central_pressure_hpa,intensity_category,movement_direction,movement_speed_kmph,landfall_flag,landfall_state,landfall_coast_area
2,BOB 002 (1891),Bay of Bengal,1891,1891-01-18,21:00,22,19.09,79.37,10.0,12.6,1006.6,Low Pressure Area,WNW,17.0,No,,
2,BOB 002 (1891),Bay of Bengal,1891,1891-01-19,00:00,23,19.26,78.94,10.0,11.7,1006.6,Low Pressure Area,WNW,17.0,No,,
2,BOB 002 (1891),Bay of Bengal,1891,1891-01-19,03:00,24,19.42,78.51,10.0,12.4,1005.2,Low Pressure Area,WNW,17.0,No,,
2,BOB 002 (1891),Bay of Bengal,1891,1891-01-19,06:00,25,19.58,78.08,10.0,12.0,1009.5,Low Pressure Area,WNW,17.0,No,,
2,BOB 002 (1891),Bay of Bengal,1891,1891-01-19,09:00,26,19.74,77.65,10.0,12.1,1007.1,Low Pressure Area,WNW,17.0,No,,
2,BOB 002 (1891),Bay of Bengal,1891,1891-01-19,12:00,27,19.89,77.21,10.0,11.9,1004.0,Low Pressure Area,WNW,17.0,No,,
2,BOB 002 (1891),Bay of Bengal,1891,1891-01-19,15:00,28,20.03,76.77,10.0,12.3,1006.5,Low Pressure Area,WNW,17.0,No,,
2,BOB 002 (1891),Bay of Bengal,1891,1891-01-19,18:00,29,20.18,76.34,10.0,12.7,1006.7,Low Pressure Area,WNW,17.0,No,,
2,BOB 002 (1891),Bay of Bengal,1891,1891-01-19,21:00,30,20.33,75.9,10.0,11.9,1006.0,Low Pressure Area,WNW,17.0,No,,
2,BOB 002 (1891),Bay of Bengal,1891,1891-01-20,00:00,31,20.48,75.47,10.0,12.8,1007.1,Low Pressure Area,WNW,17.0,No,,
1,BOB 001 (1891),Bay of Bengal,1891,1891-02-14,03:00,1,14.59,84.44,15.0,18.5,1002.2,Low Pressure Area,NW,13.3,No,,
1,BOB 001 (1891),Bay of Bengal,1891,1891-02-14,06:00,2,14.84,84.17,15.0,18.3,1000.7,Low Pressure Area,NW,13.3,No,,
1,BOB 001 (1891),Bay of Bengal,1891,1891-02-14,09:00,3,15.07,83.9,20.8,26.5,997.7,Low Pressure Area,NW,13.3,No,,
1,BOB 001 (1891),Bay of Bengal,1891,1891-02-14,12:00,4,15.32,83.63,40.4,48.1,984.3,Depression,NW,13.3,No,,
1,BOB 001 (1891),Bay of Bengal,1891,1891-02-14,15:00,5,15.55,83.36,44.3,51.9,983.0,Depression,NW,13.3,No,,
1,BOB 001 (1891),Bay of Bengal,1891,1891-02-14,18:00,6,15.78,83.09,24.7,29.2,997.9,Low Pressure Area,NW,13.3,Yes,Myanmar,Rakhine Coast
1,BOB 001 (1891),Bay of Bengal,1891,1891-02-14,21:00,7,16.02,82.81,12.3,15.0,1004.1,Low Pressure Area,NW,13.3,No,,
7,ARB 007 (1891),Arabian Sea,1891,1891-04-19,18:00,1,12.23,67.71,15.0,18.5,1003.9,Low Pressure Area,NW,4.8,No,,
7,ARB 007 (1891),Arabian Sea,1891,1891-04-19,21:00,2,12.34,67.64,15.0,18.0,1003.8,Low Pressure Area,NW,4.8,No,,
7,ARB 007 (1891),Arabian Sea,1891,1891-04-20,00:00,3,12.44,67.56,15.0,18.3,1001.9,Low Pressure Area,NW,4.8,No,,
7,ARB 007 (1891),Arabian Sea,1891,1891-04-20,03:00,4,12.55,67.48,15.0,17.5,1004.6,Low Pressure Area,NW,4.8,No,,
7,ARB 007 (1891),Arabian Sea,1891,1891-04-20,06:00,5,12.65,67.4,15.0,17.4,1001.7,Low Pressure Area,NW,4.8,No,,
7,ARB 007 (1891),Arabian Sea,1891,1891-04-20,09:00,6,12.75,67.32,15.0,17.3,1002.6,Low Pressure Area,NW,4.8,No,,
7,ARB 007 (1891),Arabian Sea,1891,1891-04-20,12:00,7,12.85,67.24,28.9,34.2,992.5,Low Pressure Area,NW,4.8,No,,
7,ARB 007 (1891),Arabian Sea,1891,1891-04-20,15:00,8,12.95,67.16,29.7,36.3,991.5,Low Pressure Area,NW,4.8,No,,
7,ARB 007 (1891),Arabian Sea,1891,1891-04-20,18:00,9,13.05,67.08,34.6,41.2,988.8,Depression,NW,4.8,No,,
7,ARB 007 (1891),Arabian Sea,1891,1891-04-20,21:00,10,13.15,67.0,40.0,49.6,985.2,Depression,NW,4.8,No,,
7,ARB 007 (1891),Arabian Sea,1891,1891-04-21,00:00,11,13.25,66.91,48.2,59.8,980.2,Depression,NW,4.8,No,,
7,ARB 007 (1891),Arabian Sea,1891,1891-04-21,03:00,12,13.35,66.83,47.3,58.9,980.0,Depression,NW,4.8,No,,
7,ARB 007 (1891),Arabian Sea,1891,1891-04-21,06:00,13,13.44,66.74,36.7,42.7,987.9,Depression,NW,4.8,No,,
7,ARB 007 (1891),Arabian Sea,1891,1891-04-21,09:00,14,13.54,66.66,37.6,45.4,986.3,Depression,NW,4.8,No,,
7,ARB 007 (1891),Arabian Sea,1891,1891-04-21,12:00,15,13.64,66.57,29.7,38.0,992.4,Low Pressure Area,NW,4.8,No,,
7,ARB 007 (1891),Arabian Sea,1891,1891-04-21,15:00,16,13.73,66.48,26.0,31.9,999.7,Low Pressure Area,NW,4.8,No,,
7,ARB 007 (1891),Arabian Sea,1891,1891-04-21,18:00,17,13.83,66.4,18.1,22.0,1002.4,Low Pressure Area,NW,4.8,No,,
7,ARB 007 (1891),Arabian Sea,1891,1891-04-21,21:00,18,13.92,66.31,15.0,17.3,1003.9,Low Pressure Area,NW,4.8,No,,
7,ARB 007 (1891),Arabian Sea,1891,1891-04-22,00:00,19,14.02,66.22,15.0,18.7,1005.0,Low Pressure Area,NW,4.8,No,,
15,ARB 015 (1891),Arabian Sea,1891,1891-05-13,06:00,1,14.5,63.13,15.0,18.0,1003.7,Low Pressure Area,WNW,6.6,No,,
15,ARB 015 (1891),Arabian Sea,1891,1891-05-13,09:00,2,14.58,62.98,15.0,18.0,1004.4,Low Pressure Area,WNW,6.6,No,,
15,ARB 015 (1891),Arabian Sea,1891,1891-05-13,12:00,3,14.67,62.82,15.0,18.4,1002.1,Low Pressure Area,WNW,6.6,No,,
15,ARB 015 (1891),Arabian Sea,1891,1891-05-13,15:00,4,14.76,62.67,17.2,21.2,1002.5,Low Pressure Area,WNW,6.6,No,,
15,ARB 015 (1891),Arabian Sea,1891,1891-05-13,18:00,5,14.85,62.52,15.0,19.5,1005.5,Low Pressure Area,WNW,6.6,No,,
15,ARB 015 (1891),Arabian Sea,1891,1891-05-13,21:00,6,14.94,62.37,26.8,31.7,995.0,Low Pressure Area,WNW,6.6,No,,
15,ARB 015 (1891),Arabian Sea,1891,1891-05-14,00:00,7,15.03,62.21,26.6,34.2,995.0,Low Pressure Area,WNW,6.6,No,,
15,ARB 015 (1891),Arabian Sea,1891,1891-05-14,03:00,8,15.13,62.06,20.1,23.9,1000.1,Low Pressure Area,WNW,6.6,Yes,Kerala,Kerala Coast (rare landfall)
15,ARB 015 (1891),Arabian Sea,1891,1891-05-14,06:00,9,15.23,61.92,12.3,15.6,1004.0,Low Pressure Area,NW,6.6,No,,
15,ARB 015 (1891),Arabian Sea,1891,1891-05-14,09:00,10,15.32,61.77,10.0,13.0,1004.7,Low Pressure Area,WNW,6.6,No,,
11,BOB 011 (1891),Bay of Bengal,1891,1891-05-20,09:00,1,11.44,84.04,15.0,17.8,1003.0,Low Pressure Area,NW,23.8,No,,
11,BOB 011 (1891),Bay of Bengal,1891,1891-05-20,12:00,2,11.91,83.61,15.0,17.7,1004.4,Low Pressure Area,NW,23.8,No,,
11,BOB 011 (1891),Bay of Bengal,1891,1891-05-20,15:00,3,12.4,83.19,15.0,18.7,1002.8,Low Pressure Area,NW,23.8,No,,
11,BOB 011 (1891),Bay of Bengal,1891,1891-05-20,18:00,4,12.88,82.76,15.0,19.2,1003.4,Low Pressure Area,NW,23.8,No,,
11,BOB 011 (1891),Bay of Bengal,1891,1891-05-20,21:00,5,13.36,82.34,15.0,17.6,1004.8,Low Pressure Area,NW,23.8,No,,
11,BOB 011 (1891),Bay of Bengal,1891,1891-05-21,00:00,6,13.86,81.93,15.0,19.0,1002.2,Low Pressure Area,NW,23.8,No,,
11,BOB 011 (1891),Bay of Bengal,1891,1891-05-21,03:00,7,14.35,81.51,18.7,21.7,1004.5,Low Pressure Area,NW,23.8,No,,
11,BOB 011 (1891),Bay of Bengal,1891,1891-05-21,06:00,8,14.83,81.08,22.5,28.9,1001.6,Low Pressure Area,NW,23.8,No,,
11,BOB 011 (1891),Bay of Bengal,1891,1891-05-21,09:00,9,15.31,80.65,27.1,33.4,995.5,Low Pressure Area,NW,23.8,No,,
11,BOB 011 (1891),Bay of Bengal,1891,1891-05-21,12:00,10,15.79,80.22,35.4,42.0,989.4,Depression,NW,23.8,No,,
11,BOB 011 (1891),Bay of Bengal,1891,1891-05-21,15:00,11,16.26,79.78,35.3,45.4,988.1,Depression,NW,23.8,No,,
11,BOB 011 (1891),Bay of Bengal,1891,1891-05-21,18:00,12,16.73,79.35,41.4,50.5,983.9,Depression,NW,23.8,No,,
11,BOB 011 (1891),Bay of Bengal,1891,1891-05-21,21:00,13,17.21,78.92,47.5,56.5,980.9,Depression,NW,23.8,No,,
11,BOB 011 (1891),Bay of Bengal,1891,1891-05-22,00:00,14,17.69,78.48,51.0,63.7,973.6,Deep Depression,NW,23.8,No,,
11,BOB 011 (1891),Bay of Bengal,1891,1891-05-22,03:00,15,18.16,78.05,57.7,73.3,971.9,Deep Depression,NW,23.8,No,,
11,BOB 011 (1891),Bay of Bengal,1891,1891-05-22,06:00,16,18.64,77.61,62.0,77.7,963.1,Cyclonic Storm,NW,23.8,No,,
11,BOB 011 (1891),Bay of Bengal,1891,1891-05-22,09:00,17,19.1,77.16,68.4,79.5,961.0,Cyclonic Storm,NW,23.8,No,,
11,BOB 011 (1891),Bay of Bengal,1891,1891-05-22,12:00,18,19.58,76.73,74.9,91.1,950.8,Cyclonic Storm,NW,23.8,No,,
11,BOB 011 (1891),Bay of Bengal,1891,1891-05-22,15:00,19,20.06,76.31,81.0,97.8,946.5,Cyclonic Storm,NW,23.8,No,,
11,BOB 011 (1891),Bay of Bengal,1891,1891-05-22,18:00,20,20.56,75.9,84.5,108.8,940.4,Cyclonic Storm,NW,23.8,No,,
11,BOB 011 (1891),Bay of Bengal,1891,1891-05-22,21:00,21,21.08,75.52,86.3,99.6,941.0,Cyclonic Storm,NW,23.8,No,,
11,BOB 011 (1891),Bay of Bengal,1891,1891-05-23,00:00,22,21.63,75.18,91.9,112.3,936.4,Severe Cyclonic Storm,NNW,23.8,No,,
11,BOB 011 (1891),Bay of Bengal,1891,1891-05-23,03:00,23,22.18,74.86,106.6,134.5,914.2,Severe Cyclonic Storm,NNW,23.8,Yes,Andhra Pradesh,Visakhapatnam-Kakinada Coast
11,BOB 011 (1891),Bay of Bengal,1891,1891-05-23,06:00,24,22.76,74.56,85.6,108.0,941.5,Cyclonic Storm,NNW,23.8,No,,
11,BOB 011 (1891),Bay of Bengal,1891,1891-05-23,09:00,25,23.34,74.29,61.6,78.7,965.6,Deep Depression,NNW,23.8,No,,
11,BOB 011 (1891),Bay of Bengal,1891,1891-05-23,12:00,26,23.93,74.03,43.5,51.2,985.2,Depression,NNW,23.8,No,,
11,BOB 011 (1891),Bay of Bengal,1891,1891-05-23,15:00,27,24.53,73.8,22.2,27.5,997.6,Low Pressure Area,NNW,23.8,No,,
11,BOB 011 (1891),Bay of Bengal,1891,1891-05-23,18:00,28,25.14,73.59,20.9,26.5,998.1,Low Pressure Area,NNW,23.8,No,,
11,BOB 011 (1891),Bay of Bengal,1891,1891-05-23,21:00,29,25.75,73.4,18.2,21.1,1000.0,Low Pressure Area,NNW,23.8,No,,
11,BOB 011 (1891),Bay of Bengal,1891,1891-05-24,00:00,30,26.38,73.23,17.3,21.6,1003.1,Low Pressure Area,NNW,23.8,No,,
11,BOB 011 (1891),Bay of Bengal,1891,1891-05-24,03:00,31,27.0,73.09,16.0,19.5,1004.8,Low Pressure Area,NNW,23.8,No,,
11,BOB 011 (1891),Bay of Bengal,1891,1891-05-24,06:00,32,27.63,72.96,14.5,18.6,1003.7,Low Pressure Area,NNW,23.8,No,,
11,BOB 011 (1891),Bay of Bengal,1891,1891-05-24,09:00,33,28.27,72.87,10.8,12.9,1005.8,Low Pressure Area,N,23.8,No,,
11,BOB 011 (1891),Bay of Bengal,1891,1891-05-24,12:00,34,28.91,72.8,10.0,12.9,1007.3,Low Pressure Area,N,23.8,No,,
11,BOB 011 (1891),Bay of Bengal,1891,1891-05-24,15:00,35,29.55,72.77,10.0,11.6,1005.8,Low Pressure Area,N,23.8,No,,
11,BOB 011 (1891),Bay of Bengal,1891,1891-05-24,18:00,36,30.0,72.77,10.0,11.5,1006.4,Low Pressure Area,N,23.8,No,,
11,BOB 011 (1891),Bay of Bengal,1891,1891-05-24,21:00,37,30.0,72.81,10.0,13.0,1005.8,Low Pressure Area,N,23.8,No,,
11,BOB 011 (1891),Bay of Bengal,1891,1891-05-25,00:00,38,30.0,72.88,10.0,12.7,1004.5,Low Pressure Area,N,23.8,No,,
12,BOB 012 (1891),Bay of Bengal,1891,1891-06-15,09:00,1,13.59,85.79,15.0,19.4,1002.9,Low Pressure Area,WNW,17.1,No,,
12,BOB 012 (1891),Bay of Bengal,1891,1891-06-15,12:00,2,13.79,85.37,15.0,17.9,1007.1,Low Pressure Area,WNW,17.1,No,,
12,BOB 012 (1891),Bay of Bengal,1891,1891-06-15,15:00,3,13.99,84.95,23.5,28.7,996.6,Low Pressure Area,WNW,17.1,No,,
12,BOB 012 (1891),Bay of Bengal,1891,1891-06-15,18:00,4,14.19,84.53,35.0,41.4,990.6,Depression,WNW,17.1,No,,
12,BOB 012 (1891),Bay of Bengal,1891,1891-06-15,21:00,5,14.39,84.11,44.2,53.9,983.4,Depression,WNW,17.1,No,,
12,BOB 012 (1891),Bay of Bengal,1891,1891-06-16,00:00,6,14.59,83.7,24.9,31.7,997.6,Low Pressure Area,WNW,17.1,No,,
12,BOB 012 (1891),Bay of Bengal,1891,1891-06-16,03:00,7,14.8,83.29,15.0,17.7,1003.5,Low Pressure Area,WNW,17.1,No,,
17,BOB 017 (1891),Bay of Bengal,1891,1891-06-27,00:00,1,13.3,87.99,15.0,17.7,1005.1,Low Pressure Area,NW,12.3,No,,
17,BOB 017 (1891),Bay of Bengal,1891,1891-06-27,03:00,2,13.51,87.73,15.0,17.8,999.7,Low Pressure Area,NW,12.3,No,,
17,BOB 017 (1891),Bay of Bengal,1891,1891-06-27,06:00,3,13.72,87.48,15.0,18.5,1003.2,Low Pressure Area,NW,12.3,No,,
17,BOB 017 (1891),Bay of Bengal,1891,1891-06-27,09:00,4,13.93,87.22,15.0,19.0,1000.6,Low Pressure Area,NW,12.3,No,,
17,BOB 017 (1891),Bay of Bengal,1891,1891-06-27,12:00,5,14.14,86.96,16.2,20.2,1001.6,Low Pressure Area,NW,12.3,No,,
17,BOB 017 (1891),Bay of Bengal,1891,1891-06-27,15:00,6,14.33,86.69,15.0,18.8,1003.6,Low Pressure Area,NW,12.3,No,,
17,BOB 017 (1891),Bay of Bengal,1891,1891-06-27,18:00,7,14.54,86.43,21.3,26.7,997.6,Low Pressure Area,NW,12.3,No,,
17,BOB 017 (1891),Bay of Bengal,1891,1891-06-27,21:00,8,14.74,86.16,28.3,33.7,995.4,Low Pressure Area,NW,12.3,No,,
17,BOB 017 (1891),Bay of Bengal,1891,1891-06-28,00:00,9,14.95,85.91,29.1,36.1,994.7,Low Pressure Area,NW,12.3,No,,
17,BOB 017 (1891),Bay of Bengal,1891,1891-06-28,03:00,10,15.16,85.65,36.4,42.9,989.8,Depression,NW,12.3,No,,
17,BOB 017 (1891),Bay of Bengal,1891,1891-06-28,06:00,11,15.37,85.39,41.3,51.1,985.0,Depression,NW,12.3,No,,
17,BOB 017 (1891),Bay of Bengal,1891,1891-06-28,09:00,12,15.58,85.13,49.1,61.2,978.9,Depression,NW,12.3,No,,
17,BOB 017 (1891),Bay of Bengal,1891,1891-06-28,12:00,13,15.78,84.87,53.9,65.2,972.9,Deep Depression,NW,12.3,Yes,Andhra Pradesh,Visakhapatnam-Kakinada Coast
17,BOB 017 (1891),Bay of Bengal,1891,1891-06-28,15:00,14,15.99,84.61,45.9,53.0,981.4,Depression,NW,12.3,No,,
17,BOB 017 (1891),Bay of Bengal,1891,1891-06-28,18:00,15,16.19,84.34,33.2,42.1,991.8,Depression,NW,12.3,No,,
17,BOB 017 (1891),Bay of Bengal,1891,1891-06-28,21:00,16,16.39,84.08,26.1,32.4,996.2,Low Pressure Area,NW,12.3,No,,
17,BOB 017 (1891),Bay of Bengal,1891,1891-06-29,00:00,17,16.6,83.82,13.3,17.3,1001.9,Low Pressure Area,NW,12.3,No,,
17,BOB 017 (1891),Bay of Bengal,1891,1891-06-29,03:00,18,16.81,83.56,10.0,11.6,1003.5,Low Pressure Area,NW,12.3,No,,
17,BOB 017 (1891),Bay of Bengal,1891,1891-06-29,06:00,19,17.01,83.29,10.0,12.2,1005.8,Low Pressure Area,NW,12.3,No,,
17,BOB 017 (1891),Bay of Bengal,1891,1891-06-29,09:00,20,17.2,83.02,10.0,12.5,1007.9,Low Pressure Area,NW,12.3,No,,
17,BOB 017 (1891),Bay of Bengal,1891,1891-06-29,12:00,21,17.4,82.76,10.0,11.5,1005.5,Low Pressure Area,NW,12.3,No,,
17,BOB 017 (1891),Bay of Bengal,1891,1891-06-29,15:00,22,17.6,82.49,10.0,13.0,1003.8,Low Pressure Area,NW,12.3,No,,
17,BOB 017 (1891),Bay of Bengal,1891,1891-06-29,18:00,23,17.8,82.22,10.0,12.5,1008.3,Low Pressure Area,NW,12.3,No,,
10,ARB 010 (1891),Arabian Sea,1891,1891-10-06,18:00,1,16.07,68.69,15.0,19.0,1004.4,Low Pressure Area,WNW,16.9,No,,
10,ARB 010 (1891),Arabian Sea,1891,1891-10-06,21:00,2,16.17,68.24,15.0,18.8,1002.8,Low Pressure Area,WNW,16.9,No,,
10,ARB 010 (1891),Arabian Sea,1891,1891-10-07,00:00,3,16.26,67.79,15.0,18.9,1003.6,Low Pressure Area,WNW,16.9,No,,
10,ARB 010 (1891),Arabian Sea,1891,1891-10-07,03:00,4,16.35,67.34,15.0,18.7,1001.9,Low Pressure Area,WNW,16.9,No,,
10,ARB 010 (1891),Arabian Sea,1891,1891-10-07,06:00,5,16.44,66.89,16.3,19.5,1003.0,Low Pressure Area,W,16.9,No,,
10,ARB 010 (1891),Arabian Sea,1891,1891-10-07,09:00,6,16.53,66.45,28.5,34.1,992.9,Low Pressure Area,WNW,16.9,No,,
10,ARB 010 (1891),Arabian Sea,1891,1891-10-07,12:00,7,16.61,66.0,34.2,39.9,990.1,Depression,W,16.9,No,,
10,ARB 010 (1891),Arabian Sea,1891,1891-10-07,15:00,8,16.7,65.55,47.2,60.3,982.3,Depression,W,16.9,No,,
10,ARB 010 (1891),Arabian Sea,1891,1891-10-07,18:00,9,16.8,65.1,49.5,59.0,980.6,Depression,WNW,16.9,No,,
10,ARB 010 (1891),Arabian Sea,1891,1891-10-07,21:00,10,16.88,64.65,61.2,75.4,968.3,Deep Depression,W,16.9,No,,
10,ARB 010 (1891),Arabian Sea,1891,1891-10-08,00:00,11,16.97,64.2,73.8,86.6,952.7,Cyclonic Storm,WNW,16.9,No,,
10,ARB 010 (1891),Arabian Sea,1891,1891-10-08,03:00,12,17.07,63.75,76.5,94.8,952.4,Cyclonic Storm,WNW,16.9,No,,
10,ARB 010 (1891),Arabian Sea,1891,1891-10-08,06:00,13,17.17,63.31,85.9,107.7,941.5,Cyclonic Storm,WNW,16.9,No,,
10,ARB 010 (1891),Arabian Sea,1891,1891-10-08,09:00,14,17.3,62.87,91.2,116.3,934.0,Severe Cyclonic Storm,WNW,16.9,No,,
10,ARB 010 (1891),Arabian Sea,1891,1891-10-08,12:00,15,17.45,62.44,104.4,127.0,919.9,Severe Cyclonic Storm,WNW,16.9,Yes,Gujarat,Kutch-Saurashtra Coast
10,ARB 010 (1891),Arabian Sea,1891,1891-10-08,15:00,16,17.62,62.01,94.7,115.3,936.0,Severe Cyclonic Storm,WNW,16.9,No,,
10,ARB 010 (1891),Arabian Sea,1891,1891-10-08,18:00,17,17.82,61.6,68.1,82.5,958.7,Cyclonic Storm,WNW,16.9,No,,
10,ARB 010 (1891),Arabian Sea,1891,1891-10-08,21:00,18,18.04,61.2,45.4,55.0,979.0,Depression,WNW,16.9,No,,
10,ARB 010 (1891),Arabian Sea,1891,1891-10-09,00:00,19,18.27,60.8,24.2,30.5,998.2,Low Pressure Area,WNW,16.9,No,,
10,ARB 010 (1891),Arabian Sea,1891,1891-10-09,03:00,20,18.52,60.42,20.4,26.2,1001.6,Low Pressure Area,NW,16.9,No,,
10,ARB 010 (1891),Arabian Sea,1891,1891-10-09,06:00,21,18.79,60.05,17.8,22.4,1001.4,Low Pressure Area,NW,16.9,No,,
10,ARB 010 (1891),Arabian Sea,1891,1891-10-09,09:00,22,19.08,59.7,15.4,18.3,1001.9,Low Pressure Area,NW,16.9,No,,
10,ARB 010 (1891),Arabian Sea,1891,1891-10-09,12:00,23,19.39,59.36,13.0,16.2,1001.3,Low Pressure Area,NW,16.9,No,,
10,ARB 010 (1891),Arabian Sea,1891,1891-10-09,15:00,24,19.72,59.04,11.3,13.2,1004.7,Low Pressure Area,NW,16.9,No,,
10,ARB 010 (1891),Arabian Sea,1891,1891-10-09,18:00,25,20.06,58.74,10.0,12.0,1006.3,Low Pressure Area,NW,16.9,No,,
10,ARB 010 (1891),Arabian Sea,1891,1891-10-09,21:00,26,20.41,58.44,10.0,12.9,1004.3,Low Pressure Area,NW,16.9,No,,
19,BOB 019 (1891),Bay of Bengal,1891,1891-10-11,06:00,1,13.26,86.17,15.0,18.7,1004.1,Low Pressure Area,WNW,15.6,No,,
19,BOB 019 (1891),Bay of Bengal,1891,1891-10-11,09:00,2,13.4,85.77,15.0,18.4,1004.3,Low Pressure Area,WNW,15.6,No,,
19,BOB 019 (1891),Bay of Bengal,1891,1891-10-11,12:00,3,13.55,85.37,15.0,19.0,1002.2,Low Pressure Area,WNW,15.6,No,,
19,BOB 019 (1891),Bay of Bengal,1891,1891-10-11,15:00,4,13.68,84.97,15.0,17.8,1003.2,Low Pressure Area,WNW,15.6,No,,
19,BOB 019 (1891),Bay of Bengal,1891,1891-10-11,18:00,5,13.81,84.57,15.0,18.4,1005.9,Low Pressure Area,WNW,15.6,No,,
19,BOB 019 (1891),Bay of Bengal,1891,1891-10-11,21:00,6,13.93,84.17,15.0,17.8,1001.6,Low Pressure Area,WNW,15.6,No,,
19,BOB 019 (1891),Bay of Bengal,1891,1891-10-12,00:00,7,14.06,83.76,20.3,23.5,998.7,Low Pressure Area,WNW,15.6,No,,
19,BOB 019 (1891),Bay of Bengal,1891,1891-10-12,03:00,8,14.17,83.36,27.8,35.2,992.9,Low Pressure Area,WNW,15.6,No,,
19,BOB 019 (1891),Bay of Bengal,1891,1891-10-12,06:00,9,14.29,82.95,27.1,35.1,995.8,Low Pressure Area,WNW,15.6,No,,
19,BOB 019 (1891),Bay of Bengal,1891,1891-10-12,09:00,10,14.4,82.54,32.1,40.2,993.6,Depression,WNW,15.6,No,,
19,BOB 019 (1891),Bay of Bengal,1891,1891-10-12,12:00,11,14.52,82.14,36.9,44.3,987.5,Depression,WNW,15.6,No,,
19,BOB 019 (1891),Bay of Bengal,1891,1891-10-12,15:00,12,14.66,81.74,36.6,47.0,987.4,Depression,WNW,15.6,No,,
19,BOB 019 (1891),Bay of Bengal,1891,1891-10-12,18:00,13,14.81,81.34,33.5,40.3,991.2,Depression,WNW,15.6,No,,
19,BOB 019 (1891),Bay of Bengal,1891,1891-10-12,21:00,14,14.99,80.96,35.5,44.8,987.8,Depression,WNW,15.6,No,,
19,BOB 019 (1891),Bay of Bengal,1891,1891-10-13,00:00,15,15.19,80.59,25.9,32.0,997.6,Low Pressure Area,WNW,15.6,No,,
19,BOB 019 (1891),Bay of Bengal,1891,1891-10-13,03:00,16,15.4,80.22,18.5,21.9,1002.0,Low Pressure Area,WNW,15.6,No,,
